Resource,Prompt,Rego intent,Difficulty,Reference output,Intent,LLM Output #0,LLM Plannable? #0,LLM Correct? #0,LLM Plan Phase Error #0,LLM OPA match phase Error #0,LLM Notes #0
aws_kinesis_analytics_application,Generate a basic Amazon Kinesis Analytics Application,"package terraform.validation

import future.keywords.in

default has_valid_resources = false

has_valid_kinesis_analytics_application {
        some i
        resource := input.planned_values.root_module.resources[i]
    resource.type == ""aws_kinesis_analytics_application""
    resource.values.name
}

has_valid_resources {
    has_valid_kinesis_analytics_application
}",1,"provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_kinesis_analytics_application"" ""test_application"" {
  name = ""kinesis-analytics-application-test""
}","Has one ""aws_kinesis_analytics_application"" resource"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_kinesis_analytics_application"" ""example"" {
  name        = ""example-app""
  description = ""Example Kinesis Analytics Application""

  inputs {
    name_prefix       = ""example_stream_""
    stream_name       = aws_kinesis_stream.example.name
    role_arn          = aws_iam_role.example.arn
    input_schema {
      record_format_type = ""JSON""
    }
  }

  outputs {
    name_prefix     = ""example_output_""
    schema_stream_name = aws_kinesis_stream.example.name
    role_arn          = aws_iam_role.example.arn
    output_schema {
      record_format_type = ""JSON""
    }
  }
}

resource ""aws_kinesis_stream"" ""example"" {
  name        = ""example-stream""
  shard_count = 1
}

resource ""aws_iam_role"" ""example"" {
  name = ""example-role""

  assume_role_policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Action = ""sts:AssumeRole""
        Effect = ""Allow""
        Principal = {
          Service = ""kinesisanalytics.amazonaws.com""
        }
      }
    ]
  })
}
```",False,No opa_result,"
Error: Insufficient schema blocks

  on main.tf line 9, in resource ""aws_kinesis_analytics_application"" ""example"":
   9:   inputs {

At least 1 ""schema"" blocks are required.

Error: Unsupported argument

  on main.tf line 11, in resource ""aws_kinesis_analytics_application"" ""example"":
  11:     stream_name       = aws_kinesis_stream.example.name

An argument named ""stream_name"" is not expected here. Did you mean
""stream_names""?

Error: Unsupported argument

  on main.tf line 12, in resource ""aws_kinesis_analytics_application"" ""example"":
  12:     role_arn          = aws_iam_role.example.arn

An argument named ""role_arn"" is not expected here.

Error: Unsupported block type

  on main.tf line 13, in resource ""aws_kinesis_analytics_application"" ""example"":
  13:     input_schema {

Blocks of type ""input_schema"" are not expected here.

Error: Missing required argument

  on main.tf line 18, in resource ""aws_kinesis_analytics_application"" ""example"":
  18:   outputs {

The argument ""name"" is required, but no definition was found.

Error: Insufficient schema blocks

  on main.tf line 18, in resource ""aws_kinesis_analytics_application"" ""example"":
  18:   outputs {

At least 1 ""schema"" blocks are required.

Error: Unsupported argument

  on main.tf line 19, in resource ""aws_kinesis_analytics_application"" ""example"":
  19:     name_prefix     = ""example_output_""

An argument named ""name_prefix"" is not expected here.

Error: Unsupported argument

  on main.tf line 20, in resource ""aws_kinesis_analytics_application"" ""example"":
  20:     schema_stream_name = aws_kinesis_stream.example.name

An argument named ""schema_stream_name"" is not expected here.

Error: Unsupported argument

  on main.tf line 21, in resource ""aws_kinesis_analytics_application"" ""example"":
  21:     role_arn          = aws_iam_role.example.arn

An argument named ""role_arn"" is not expected here.

Error: Unsupported block type

  on main.tf line 22, in resource ""aws_kinesis_analytics_application"" ""example"":
  22:     output_schema {

Blocks of type ""output_schema"" are not expected here.
",None,Terraform plan failed.
aws_route53_zone,"Set up an aws_route_53 zone named ""example53.com""","package terraform.validation

default is_configuration_valid = false

default is_valid_r53_zone = false


# Validate aws_route53_zone resource
is_valid_r53_zone {
	some i
	resource := input.configuration.root_module.resources[i]
    resource.type == ""aws_route53_zone""
    resource.expressions.name.constant_value == ""example53.com""
}


# Combine all checks into a final rule
is_configuration_valid {
    is_valid_r53_zone
}
",1,"provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_route53_zone"" ""primary"" {
  name = ""example53.com""
}","Has one ""aws_route53_zone"" resource
    with ""name"" set to ""example53.com"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, you can change it to your desired region
}

resource ""aws_route53_zone"" ""example53"" {
  name = ""example53.com""
}
```",True,Success,No error,No error,
"aws_route53_record, aws_route53_zone","Set up a non-alias aws_route_53 record that is linked to an aws_route53_zone resource named ""example53.com""","package terraform.validation

default is_configuration_valid = false

default is_valid_r53_zone = false

default is_valid_r53_record = false

# Validate aws_route53_zone resource
is_valid_r53_zone {
	some i
	resource := input.configuration.root_module.resources[i]
    resource.type == ""aws_route53_zone""
    resource.expressions.name.constant_value == ""example53.com""
}

# Validate aws_route53_record
is_valid_r53_record {
	some i
    resource := input.configuration.root_module.resources[i]
    resource.type == ""aws_route53_record""
    resource.expressions.name
    resource.expressions.type
    resource.expressions.ttl
    resource.expressions.records
    resource.expressions.zone_id.references[0] == ""aws_route53_zone.example53.zone_id""
}


# Combine all checks into a final rule
is_configuration_valid {
    is_valid_r53_zone
    is_valid_r53_record
}
",2,"provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_route53_zone"" ""example53"" {
  name = ""example53.com""
}

resource ""aws_route53_record"" ""example53_A"" {
  zone_id = aws_route53_zone.example53.zone_id
  name    = ""example53.com""
  type    = ""A""
  ttl     = ""300""
  records = [""192.0.2.1""]  
}","Has one ""aws_route53_zone"" resource
    with ""name"" set to ""example53.com""

Has one ""aws_route53_record"" resource
    with ""name""
    with ""type""
    with ""ttl""
    with ""records""
    with ""zone_id"" referencing the ""aws_route53_zone"" resource
"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_route53_zone"" ""example53"" {
  name = ""example53.com""
}

resource ""aws_route53_record"" ""alias_record"" {
  zone_id = aws_route53_zone.example53.zone_id
  name    = ""www""
  type    = ""A""

  alias {
    name                   = aws_lb.my_alb.dns_name
    zone_id                = aws_lb.my_alb.zone_id
    evaluate_target_health = true
  }
}

resource ""aws_lb"" ""my_alb"" {
  name               = ""my-alb""
  internal           = false
  load_balancer_type = ""application""
  subnets            = [""subnet-12345678"", ""subnet-87654321""]
  security_groups    = [""sg-12345678""]
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'is_configuration_valid': False, 'is_valid_r53_record': False, 'is_valid_r53_zone': True}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_metric, aws_s3_bucket_object","Set up an AWS S3 bucket named 'my_bucket' with forced destruction enabled for cleanup purposes. Create an S3 bucket metric named 'my_bucket_metric' to monitor the entire bucket's activity. Additionally, include an S3 bucket object named 'my_object' with a specific key and content to be stored in the bucket.","package terraform.validation

default valid_configuration = false
default has_s3_bucket = false
default has_s3_bucket_metrix = false
default has_s3_bucket_object = false


# Check for if any aws_s3_bucket with ""bucket""
has_s3_bucket {
    resource := input.configuration.root_module.resources[_]
    resource.type == ""aws_s3_bucket""
    resource.name == ""my_bucket""
    resource.expressions.bucket.constant_value != null
}

has_s3_bucket_metrix{
    resource := input.configuration.root_module.resources[_]
    resource.type == ""aws_s3_bucket_metric""
    resource.name == ""my_bucket_matric""
    resource.expressions.bucket.references != null
    resource.expressions.name.constant_value != null
}

has_s3_bucket_object{
    resource := input.configuration.root_module.resources[_]
    resource.type == ""aws_s3_bucket_object""
    resource.name == ""my_bucket_object""
    reference_check(resource)
    resource.expressions.key.constant_value != null
}

reference_check(object){
	some i
    object.expressions.bucket.references[i] == ""aws_s3_bucket.my_bucket.id""
}

valid_configuration{
    has_s3_bucket
    has_s3_bucket_metrix
    
}",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""test"" {
  bucket        = ""metricbeat-test-bucket""
  force_destroy = true // Required for cleanup
}

resource ""aws_s3_bucket_metric"" ""test"" {
  bucket = aws_s3_bucket.test.id
  name   = ""EntireBucket""
}

resource ""aws_s3_bucket_object"" ""test"" {
  key     = ""someobject""
  bucket  = aws_s3_bucket.test.id
  content = ""something""
}","has one ""aws_s3_bucket"" resource
    with one ""bucket""

has one ""aws_s3_bucket_metric""
    with one ""bucket""
    with one ""name

has one ""aws_s3_bucket_object""
    with one ""bucket""
    with one ""key""
"," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Choose a valid AWS region
}

resource ""aws_s3_bucket"" ""my_bucket"" {
  bucket = ""my_bucket""

  lifecycle {
    prevent_destroy = true
  }
}

resource ""aws_s3_bucket_metric"" ""my_bucket_metric"" {
  bucket = aws_s3_bucket.my_bucket.id
  name   = ""my_bucket_metric""
}

resource ""aws_s3_bucket_object"" ""my_object"" {
  bucket = aws_s3_bucket.my_bucket.id
  key    = ""my_object""
  content = ""This is the content of my object.""
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'has_s3_bucket': True, 'has_s3_bucket_metrix': False, 'has_s3_bucket_object': False, 'valid_configuration': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_versioning","Create a bucket ""sample"". Implement versioning resource for the AWS S3 bucket named 'sample' with the versioning status set to 'Enabled' and specify the expected_bucket_owner as '123456789012' to ensure ownership consistency.","package terraform.validation

default has_s3_bucket_versioning = false

default has_s3_bucket = false

default valid_configuration = false

has_s3_bucket {
    resource := input.configuration.root_module.resources[_]
    resource.type == ""aws_s3_bucket""
    resource.name == ""sample""
}

has_s3_bucket_versioning {
    versioning := input.planned_values.root_module.resources[_]
    versioning.type == ""aws_s3_bucket_versioning""
    versioning.values.bucket == ""sample""
    versioning.values.expected_bucket_owner == ""123456789012""
    versioning.values.versioning_configuration[_].status == ""Enabled""

}

valid_configuration {
        has_s3_bucket
    has_s3_bucket_versioning
}",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""sample"" {
  bucket = ""sample""
}

resource ""aws_s3_bucket_versioning"" ""sample"" {
  bucket = ""sample""
  versioning_configuration {
    status = ""Enabled""
  }
  expected_bucket_owner = ""123456789012""
}","has one aws_s3_bucket resource
with bucket

has one ""aws_s3_bucket_versioning"" resource
     with bucket
     with versionaning_configuration
          with status"," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, you can change it to your desired region
}

resource ""aws_s3_bucket"" ""sample"" {
  bucket        = ""sample""
  expected_hash = ""123456789012""

  versioning {
    enabled = true
  }
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 7, in resource ""aws_s3_bucket"" ""sample"":
   7:   expected_hash = ""123456789012""

An argument named ""expected_hash"" is not expected here.
",None,Terraform plan failed.
"aws_s3_bucket, aws_s3_bucket_logging","Create a bucket ""a"". Then configure logging for the bucket to send access logs to another bucket named 'logging-680235478471' with a prefix of 'log/' in the target bucket.","package terraform.validation

default has_s3_bucket = false

default has_s3_bucket_logging = false

default valid_configuration = false

has_s3_bucket {
    bucket := input.configuration.root_module.resources[_]
    bucket.type == ""aws_s3_bucket""
    bucket.name == ""a""
}

has_s3_bucket_logging {
    logging := input.configuration.root_module.resources[_]
    logging.type == ""aws_s3_bucket_logging""
    logging.expression.bucket.constant_value == ""a""
    logging.expression.target_bucket.constant_value == ""logging-680235478471""
    logging.expression.target_prefix.constant_value == ""log/""
}

valid_configuration {
    has_s3_bucket
    has_s3_bucket_logging
}
",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""a"" {
  bucket = ""testbucketineu-west2""
}

resource ""aws_s3_bucket_logging"" ""example"" {
  bucket        = ""testbucketineu-west2""
  target_bucket = ""logging-680235478471""
  target_prefix = ""log/""
}","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_logging resource
with bucket
with target_bucket
with target_prefix"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_s3_bucket"" ""a"" {
  bucket = ""a""
}

resource ""aws_s3_bucket"" ""logging"" {
  bucket = ""logging-680235478471""
}

resource ""aws_s3_bucket_logging"" ""log"" {
  bucket        = aws_s3_bucket.a.bucket
  target_bucket = aws_s3_bucket.logging.bucket
  target_prefix = ""log/""
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'has_s3_bucket': True, 'has_s3_bucket_logging': False, 'valid_configuration': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_object_lock_configuration",Create an AWS S3 bucket named 'example-bucket' with object lock enabled. Configure object lock governance mode with a retention period of 90 days for objects in the bucket.,"package terraform.validation

default has_s3_bucket = false

default has_s3_bucket_object_lock_configuration = false

default valid_configuration = false


has_s3_bucket {
    bucket := input.planned_values.root_module.resources[_]
    bucket.type == ""aws_s3_bucket""
    bucket.name == ""example-bucket""
}

has_s3_bucket_object_lock_configuration {
    lock_config := input.planned_values.root_module.resources[_]
    lock_config.type == ""aws_s3_bucket_object_lock_configuration""
    lock_config.values.bucket == ""example-bucket""
    default_retention := lock_config.values.rule[_].default_retention[_]
    default_retention.mode == ""GOVERNANCE""
        default_retention.days == 90
}

valid_configuration {
    has_s3_bucket
    has_s3_bucket_object_lock_configuration
}
",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket""
}

resource ""aws_s3_bucket_object_lock_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.bucket

  rule {
    default_retention {
      mode  = ""GOVERNANCE""
      days  = 90
    }
  }
}","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_object_lock_configuration resource
with bucket
with rule
     with default_retention
          with mode (GOVERNANCE or COMPLIANCE)
          with days or years"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example_bucket"" {
  bucket        = ""example-bucket""
  force_destroy = true
}

resource ""aws_s3_bucket_object_lock_configuration"" ""example_bucket_object_lock"" {
  bucket = aws_s3_bucket.example_bucket.id
  mode   = ""GOVERNANCE""
}

resource ""aws_s3_bucket_lifecycle_configuration"" ""example_bucket_lifecycle"" {
  bucket = aws_s3_bucket.example_bucket.id

  rule {
    id     = ""retention-policy""
    filter {}
    status = ""Enabled""

    expiration {
      days = 90
    }
  }
}
```",False,No opa_result,"
Error: Unsupported argument

  on main.tf line 12, in resource ""aws_s3_bucket_object_lock_configuration"" ""example_bucket_object_lock"":
  12:   mode   = ""GOVERNANCE""

An argument named ""mode"" is not expected here.
",None,Terraform plan failed.
"aws_s3_bucket, aws_s3_bucket_object_lock_configuration",Create an AWS S3 bucket named 'example-bucket' with object lock enabled. Configure object lock compliance mode with a retention period of 30 days for objects in the bucket.,"package terraform.validation

default has_s3_bucket = false

default has_s3_bucket_object_lock_configuration = false

default valid_configuration = false


has_s3_bucket {
    bucket := input.planned_values.root_module.resources[_]
    bucket.type == ""aws_s3_bucket""
    bucket.name == ""example-bucket""
}

has_s3_bucket_object_lock_configuration {
    lock_config := input.planned_values.root_module.resources[_]
    lock_config.type == ""aws_s3_bucket_object_lock_configuration""
    lock_config.values.bucket == ""example-bucket""
    default_retention := lock_config.values.rule[_].default_retention[_]
    default_retention.mode == ""COMPLIANCE""
        default_retention.days == 30
}

valid_configuration {
    has_s3_bucket
    has_s3_bucket_object_lock_configuration
}
",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket""
}

resource ""aws_s3_bucket_object_lock_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.bucket

  rule {
    default_retention {
      mode  = ""COMPLIANCE""
      days  = 30
    }
  }
}","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_object_lock_configuration resource
with bucket
with rule
     with default_retention
          with mode (GOVERNANCE or COMPLIANCE)
          with days or years"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example_bucket"" {
  bucket = ""example-bucket""
  object_lock_configuration {
    object_lock_enabled = ""Enabled""
  }
}

resource ""aws_s3_bucket_object_lock_configuration"" ""example_bucket_object_lock"" {
  bucket = aws_s3_bucket.example_bucket.id
  object_lock_configuration {
    mode  = ""Compliance""
    days  = 30
  }
}
```",False,No opa_result,"
Error: Unsupported block type

  on main.tf line 14, in resource ""aws_s3_bucket_object_lock_configuration"" ""example_bucket_object_lock"":
  14:   object_lock_configuration {

Blocks of type ""object_lock_configuration"" are not expected here.
",None,Terraform plan failed.
"aws_s3_bucket, aws_s3_bucket_request_payment_configuration","create a bucket 'pike-680235478471'. Set up request payment configuration for an AWS S3 bucket named 'pike-680235478471', specifying the payer as 'Requester'.","package terraform.validation

default has_s3_bucket = false

default has_s3_bucket_request_payment_configuration = false

default valid_configuration = false

has_s3_bucket {
    some i
    bucket := input.planned_values.root_module.resources[i]
    bucket.type == ""aws_s3_bucket""
    bucket.values.bucket == ""pike-680235478471""
}

has_s3_bucket_request_payment_configuration {
    some i
    payment_config := input.planned_values.root_module.resources[i]
    payment_config.type == ""aws_s3_bucket_request_payment_configuration""
    payment_config.values.bucket == ""pike-680235478471""
    payment_config.values.payer == ""Requester""
}

valid_configuration {
    has_s3_bucket
    has_s3_bucket_request_payment_configuration
}
",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""a"" {
  bucket = ""pike-680235478471""
}

resource ""aws_s3_bucket_request_payment_configuration"" ""pike"" {
  bucket = ""pike-680235478471""
  payer  = ""Requester""
}","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_request_payment_configuration resource
with bucket
with payer (BucketOwner or Requester)"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""pike"" {
  bucket = ""pike-680235478471""
}

resource ""aws_s3_bucket_request_payment_configuration"" ""requester_pays"" {
  bucket = aws_s3_bucket.pike.id
  request_payer = ""Requester""
}
```",False,No opa_result,"
Error: Missing required argument

  on main.tf line 9, in resource ""aws_s3_bucket_request_payment_configuration"" ""requester_pays"":
   9: resource ""aws_s3_bucket_request_payment_configuration"" ""requester_pays"" {

The argument ""payer"" is required, but no definition was found.

Error: Unsupported argument

  on main.tf line 11, in resource ""aws_s3_bucket_request_payment_configuration"" ""requester_pays"":
  11:   request_payer = ""Requester""

An argument named ""request_payer"" is not expected here.
",None,Terraform plan failed.
"aws_s3_bucket, aws_s3_bucket_public_access_block","Implement public access block settings for an AWS S3 bucket named 'pike-680235478471' to block public ACLs, public policies, and restrict public buckets.","package terraform.validation

default has_s3_bucket = false

default has_s3_bucket_public_access_block = false

default valid_configuration = false

has_s3_bucket {
    resource := input.planned_values.root_module.resources[_]
    resource.type == ""aws_s3_bucket""
    resource.values.bucket == ""pike-680235478471""
}

has_s3_bucket_public_access_block {
    some i
    resource := input.planned_values.root_module.resources[i]
    resource.type == ""aws_s3_bucket_public_access_block""
    resource.values.bucket ==  ""pike-680235478471""
    resource.values.block_public_acls == true
    resource.values.block_public_policy == true
    resource.values.ignore_public_acls == true
    resource.values.restrict_public_buckets == true

}


valid_configuration {
    has_s3_bucket
    has_s3_bucket_public_access_block
}",2,"provider ""aws"" {
    region = ""us-west-1""
}

resource ""aws_s3_bucket"" ""a"" {
  bucket = ""pike-680235478471""
}

resource ""aws_s3_bucket_public_access_block"" ""example"" {
  bucket = ""pike-680235478471""

  block_public_acls       = true
  block_public_policy     = true
  ignore_public_acls      = true
  restrict_public_buckets = true
}","has one aws_s3_bucket resource
with bucket

has one aws_s3_bucket_public_access_block resource
with bucket
with block_public_acls (boolean)
with block_public_policy (boolean)
with ignore_public_acls (boolean)
with restrict_public_buckets (boolean)"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_s3_bucket"" ""pike_680235478471"" {
  bucket = ""pike-680235478471""
}

resource ""aws_s3_bucket_public_access_block"" ""pike_680235478471"" {
  bucket = aws_s3_bucket.pike_680235478471.id

  block_public_acls   = true
  block_public_policy = true
  restrict_public_buckets = true
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'terraform': {'validation': {'has_s3_bucket': True, 'has_s3_bucket_public_access_block': False, 'valid_configuration': False}}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
